"Prioritization","contact_tracing_frac","replication","inf_p_shift","contact_tracing_contact_selection_frac","n_days_contact_tracing_isolation","n_infected","n_icu","n_contacts_traced","n_times_contact_tracing","n_times_contact_traced"
"Inc. sim.",0.1,"m1186-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,7846,283,2736,280,2456
"Inc. sim.",0.2,"m1213-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1960,77,2165,168,1997
"Inc. sim.",0.3,"m1240-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1524,67,2463,208,2255
"Inc. sim.",0.4,"m1267-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,829,38,1082,93,989
"Inc. sim.",0.5,"m1294-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,847,35,1207,100,1107
"Random",0.4,"m133-random-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1278,47,2012,180,1832
"Random",0.5,"m160-random-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1273,55,2265,202,2063
"Age+HH",0,"m187-super-spreaders-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,9511,374,0,0,0
"Age+HH",0.1,"m214-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,4529,181,2601,191,2410
"Age+HH",0.2,"m241-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1512,68,1421,111,1310
"Random",0,"m25-random-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,7317,282,0,0,0
"Age+HH",0.3,"m268-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,923,37,1088,85,1003
"Age+HH",0.4,"m295-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,796,25,1092,89,1003
"Age+HH",0.5,"m322-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,607,28,727,67,660
"Old",0,"m349-old-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,11183,433,0,0,0
"Old",0.1,"m376-old-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,9610,359,1511,198,1313
"Old",0.2,"m403-old-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,7240,263,2197,283,1914
"Old",0.3,"m430-old-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,4442,157,3326,368,2958
"Old",0.4,"m457-old-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,2140,68,2724,268,2456
"Old",0.5,"m484-old-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1218,50,1546,145,1401
"Young",0,"m511-young-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,10475,411,0,0,0
"Random",0.1,"m52-random-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,6038,239,3627,317,3310
"Young",0.1,"m538-young-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,7941,313,2033,186,1847
"Young",0.2,"m565-young-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,4749,188,3332,277,3055
"Young",0.3,"m592-young-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,2140,93,2575,224,2351
"Young",0.4,"m619-young-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1363,65,2077,177,1900
"Young",0.5,"m646-young-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1005,47,1553,125,1428
"Age",0,"m673-age-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,10831,442,0,0,0
"Age",0.1,"m700-age-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,7468,280,2340,232,2108
"Age",0.2,"m727-age-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1973,82,2166,168,1998
"Age",0.3,"m754-age-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1129,59,1835,155,1680
"Age",0.4,"m781-age-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1031,50,1588,136,1452
"Random",0.2,"m79-random-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,3315,135,3695,320,3375
"Age",0.5,"m808-age-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,659,35,907,79,828
"HH",0,"m835-household_size-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,9874,387,0,0,0
"HH",0.1,"m862-household_size-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,4318,196,1675,123,1552
"HH",0.2,"m889-household_size-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,3906,184,2486,201,2285
"HH",0.3,"m916-household_size-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1436,64,1593,119,1474
"HH",0.4,"m943-household_size-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,872,50,827,66,761
"HH",0.5,"m970-household_size-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,933,38,1227,102,1125
"Inc. emp.",0,"m997-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,8266,333,0,0,0
"Inc. emp.",0.1,"m1025-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,12088,506,5500,451,5049
"Inc. emp.",0.2,"m1052-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,4085,160,4947,392,4555
"Random",0.3,"m107-random-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,2387,84,3637,329,3308
"Inc. emp.",0.3,"m1079-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,3384,150,4958,422,4536
"Inc. emp.",0.4,"m1106-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1111,43,1389,119,1270
"Inc. emp.",0.5,"m1133-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,762,23,869,73,796
"Inc. sim.",0,"m1160-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,20051,810,0,0,0
"Inc. sim.",0.1,"m1187-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,13709,559,3989,407,3582
"Inc. sim.",0.2,"m1214-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,3145,128,3156,239,2917
"Inc. sim.",0.3,"m1241-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1612,71,2477,203,2274
"Inc. sim.",0.4,"m1268-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1228,65,1923,164,1759
"Inc. sim.",0.5,"m1295-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,802,24,1059,96,963
"Random",0.4,"m134-random-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,2432,104,4271,388,3883
"Random",0.5,"m161-random-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1596,64,3105,270,2835
"Age+HH",0,"m188-super-spreaders-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,19114,759,0,0,0
"Age+HH",0.1,"m215-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,7613,354,4399,341,4058
"Age+HH",0.2,"m242-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,3519,150,4375,337,4038
"Random",0,"m26-random-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,19086,767,0,0,0
"Age+HH",0.3,"m269-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1418,92,2226,175,2051
"Age+HH",0.4,"m296-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1127,53,1920,156,1764
"Age+HH",0.5,"m323-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,826,41,1078,91,987
"Old",0,"m350-old-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,23708,955,0,0,0
"Old",0.1,"m377-old-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,16934,646,3100,420,2680
"Old",0.2,"m404-old-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,13905,574,4601,574,4027
"Old",0.3,"m431-old-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,10900,416,9279,1009,8270
"Old",0.4,"m458-old-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,4816,175,6586,669,5917
"Old",0.5,"m485-old-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1960,69,3519,331,3188
"Young",0,"m512-young-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,23014,921,0,0,0
"Random",0.1,"m53-random-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,10439,426,6283,566,5717
"Young",0.1,"m539-young-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,15258,596,4445,417,4028
"Young",0.2,"m566-young-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,10830,459,8530,701,7829
"Young",0.3,"m593-young-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,4159,165,5481,461,5020
"Young",0.4,"m620-young-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,2543,110,4644,386,4258
"Young",0.5,"m647-young-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1447,63,2656,218,2438
"Age",0,"m674-age-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,18334,745,0,0,0
"Age",0.1,"m701-age-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,16854,727,5445,545,4900
"Age",0.2,"m728-age-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,4397,161,4192,328,3864
"Age",0.3,"m755-age-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1435,49,2122,179,1943
"Age",0.4,"m782-age-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,1454,62,2436,208,2228
"Random",0.2,"m80-random-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,4908,221,5448,484,4964
"Age",0.5,"m809-age-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,948,39,1577,134,1443
"HH",0,"m836-household_size-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,20720,794,0,0,0
"HH",0.1,"m863-household_size-0.1-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,12903,575,4608,341,4267
"HH",0.2,"m890-household_size-0.2-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,6673,262,4693,352,4341
"HH",0.3,"m917-household_size-0.3-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,2582,106,3078,238,2840
"HH",0.4,"m944-household_size-0.4-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,2150,90,3120,250,2870
"HH",0.5,"m971-household_size-0.5-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,943,42,1344,109,1235
"Inc. emp.",0,"m998-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-15-0.05",0.05,1,15,24783,1013,0,0,0
