"Prioritization","contact_tracing_frac","replication","inf_p_shift","contact_tracing_contact_selection_frac","n_days_contact_tracing_isolation","n_infected","n_icu","n_contacts_traced","n_times_contact_tracing","n_times_contact_traced"
"Random",0.4,"m128-random-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,3314,142,6556,600,5956
"Inc. sim.",0.5,"m1289-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1080,48,1976,180,1796
"Random",0.5,"m155-random-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,2728,104,6097,552,5545
"Age+HH",0,"m182-super-spreaders-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,23128,928,0,0,0
"Random",0,"m20-random-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,19872,767,0,0,0
"Age+HH",0.1,"m209-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,13122,570,8763,690,8073
"Age+HH",0.2,"m236-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,4580,214,6002,474,5528
"Age+HH",0.3,"m263-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1754,74,2910,242,2668
"Age+HH",0.4,"m290-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1230,69,2147,186,1961
"Age+HH",0.5,"m317-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,982,49,1572,146,1426
"Old",0,"m344-old-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,14549,584,0,0,0
"Old",0.1,"m371-old-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,20581,839,3781,536,3245
"Old",0.2,"m398-old-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,22154,817,7819,1069,6750
"Old",0.3,"m425-old-0.3-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,12537,469,10595,1209,9386
"Old",0.4,"m452-old-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,4960,213,6465,681,5784
"Random",0.1,"m47-random-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,12785,471,6877,641,6236
"Old",0.5,"m479-old-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,2396,94,4553,464,4089
"Young",0,"m506-young-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,23706,911,0,0,0
"Young",0.1,"m533-young-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,14925,568,3906,375,3531
"Young",0.2,"m560-young-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,9569,424,8503,699,7804
"Young",0.3,"m587-young-0.3-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,6430,284,9158,776,8382
"Young",0.4,"m614-young-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,4042,169,7921,669,7252
"Young",0.5,"m641-young-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,2171,88,4519,385,4134
"Age",0,"m668-age-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,23221,896,0,0,0
"Age",0.1,"m695-age-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,16413,666,6128,626,5502
"Age",0.2,"m722-age-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,4931,198,5477,442,5035
"Random",0.2,"m74-random-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,8248,312,9125,827,8298
"Age",0.3,"m749-age-0.3-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1826,76,3351,271,3080
"Age",0.4,"m776-age-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1307,42,2479,222,2257
"Age",0.5,"m803-age-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1113,53,1939,169,1770
"HH",0,"m830-household_size-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,22016,911,0,0,0
"HH",0.1,"m857-household_size-0.1-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,10201,422,4744,340,4404
"HH",0.2,"m884-household_size-0.2-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,8707,343,6937,541,6396
"HH",0.3,"m911-household_size-0.3-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,2655,104,3740,309,3431
"HH",0.4,"m938-household_size-0.4-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1845,103,2812,231,2581
"HH",0.5,"m965-household_size-0.5-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,1195,46,2093,174,1919
"Inc. emp.",0,"m992-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-5-0.05",0.05,1,5,20671,836,0,0,0
"Inc. emp.",0.1,"m1002-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3289,142,1212,158,1054
"Inc. emp.",0.2,"m1029-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1572,62,1135,140,995
"Inc. emp.",0.3,"m1056-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1247,58,1002,131,871
"Inc. emp.",0.4,"m1083-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,860,33,778,96,682
"Random",0.4,"m111-random-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1084,43,1090,152,938
"Inc. emp.",0.5,"m1110-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,634,26,498,67,431
"Inc. sim.",0,"m1137-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3384,143,0,0,0
"Inc. sim.",0.1,"m1164-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2297,91,448,68,380
"Inc. sim.",0.2,"m1191-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1063,45,619,79,540
"Inc. sim.",0.3,"m1218-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,902,47,693,91,602
"Inc. sim.",0.4,"m1245-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,666,30,507,66,441
"Inc. sim.",0.5,"m1272-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,649,29,560,74,486
"Random",0.5,"m138-random-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,849,24,876,114,762
"Age+HH",0,"m165-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3225,112,0,0,0
"Age+HH",0.1,"m192-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2053,103,819,95,724
"Age+HH",0.2,"m219-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1225,57,684,84,600
"Age+HH",0.3,"m246-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,775,40,591,74,517
"Age+HH",0.4,"m273-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,429,18,213,25,188
"Random",0,"m3-random-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,4448,189,0,0,0
"Random",0.1,"m30-random-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2580,111,728,102,626
"Age+HH",0.5,"m300-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,487,32,339,45,294
"Old",0,"m327-old-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,4508,179,0,0,0
"Old",0.1,"m354-old-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3534,136,309,69,240
"Old",0.2,"m381-old-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3441,149,784,161,623
"Old",0.3,"m408-old-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2634,83,1243,218,1025
"Old",0.4,"m435-old-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1677,64,1198,187,1011
"Old",0.5,"m462-old-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,806,35,648,93,555
"Young",0,"m489-young-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,4256,188,0,0,0
"Young",0.1,"m516-young-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3709,136,657,95,562
"Young",0.2,"m543-young-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2672,111,1219,156,1063
"Random",0.2,"m57-random-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2318,81,1699,244,1455
"Young",0.3,"m570-young-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1503,50,1261,171,1090
"Young",0.4,"m597-young-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1071,41,1019,132,887
"Young",0.5,"m624-young-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,658,24,371,53,318
"Age",0,"m651-age-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3254,98,0,0,0
"Age",0.1,"m678-age-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,2336,105,561,88,473
"Age",0.2,"m705-age-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1162,42,677,81,596
"Age",0.3,"m732-age-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1054,53,1019,136,883
"Age",0.4,"m759-age-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,817,34,903,116,787
"Age",0.5,"m786-age-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,572,21,501,70,431
"HH",0,"m813-household_size-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,4569,167,0,0,0
"Random",0.3,"m84-random-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1681,69,1587,226,1361
"HH",0.1,"m840-household_size-0.1-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3675,134,883,100,783
"HH",0.2,"m867-household_size-0.2-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,1433,80,492,61,431
"HH",0.3,"m894-household_size-0.3-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,922,44,621,75,546
"HH",0.4,"m921-household_size-0.4-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,852,49,712,87,625
"HH",0.5,"m948-household_size-0.5-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,708,39,647,81,566
"Inc. emp.",0,"m975-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-10--0.05",-0.05,0.6,10,3529,126,0,0,0
"Inc. emp.",0.1,"m1003-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,7815,299,2564,321,2243
"Inc. emp.",0.2,"m1030-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,3387,143,2798,336,2462
"Inc. emp.",0.3,"m1057-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2229,97,1964,261,1703
"Inc. emp.",0.4,"m1084-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1571,56,1804,227,1577
"Inc. emp.",0.5,"m1111-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,676,31,541,74,467
"Random",0.4,"m112-random-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1491,57,1557,222,1335
"Inc. sim.",0,"m1138-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,12005,514,0,0,0
"Inc. sim.",0.1,"m1165-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,6995,282,1722,275,1447
"Inc. sim.",0.2,"m1192-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2011,84,1404,169,1235
"Inc. sim.",0.3,"m1219-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1319,51,1266,169,1097
"Inc. sim.",0.4,"m1246-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1198,49,1260,164,1096
"Inc. sim.",0.5,"m1273-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,674,34,493,68,425
"Random",0.5,"m139-random-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1324,53,1497,207,1290
"Age+HH",0,"m166-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,10083,342,0,0,0
"Age+HH",0.1,"m193-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,5024,192,1937,240,1697
"Age+HH",0.2,"m220-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1589,67,1258,157,1101
"Age+HH",0.3,"m247-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1082,46,1011,132,879
"Age+HH",0.4,"m274-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,931,42,865,115,750
"Age+HH",0.5,"m301-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,724,40,743,98,645
"Random",0.1,"m31-random-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,6154,255,2482,341,2141
"Old",0,"m328-old-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,12027,485,0,0,0
"Old",0.1,"m355-old-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,7755,281,673,148,525
"Old",0.2,"m382-old-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,9281,347,2102,410,1692
"Random",0,"m4-random-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,9867,392,0,0,0
"Old",0.3,"m409-old-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,4792,202,2585,434,2151
"Old",0.4,"m436-old-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2786,94,2446,375,2071
"Old",0.5,"m463-old-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1892,63,2049,305,1744
"Young",0,"m490-young-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,9255,348,0,0,0
"Young",0.1,"m517-young-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,6713,249,1227,182,1045
"Young",0.2,"m544-young-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,6318,249,3609,457,3152
"Young",0.3,"m571-young-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2471,95,2195,287,1908
"Random",0.2,"m58-random-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,4515,196,3556,498,3058
"Young",0.4,"m598-young-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1829,77,2093,276,1817
"Young",0.5,"m625-young-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,952,35,1029,137,892
"Age",0,"m652-age-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,8788,328,0,0,0
"Age",0.1,"m679-age-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,8258,330,1980,321,1659
"Age",0.2,"m706-age-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2776,113,2188,273,1915
"Age",0.3,"m733-age-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1135,53,1049,137,912
"Age",0.4,"m760-age-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1211,47,1395,180,1215
"Age",0.5,"m787-age-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,697,34,595,87,508
"HH",0,"m814-household_size-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,11542,473,0,0,0
"HH",0.1,"m841-household_size-0.1-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,4165,165,1172,136,1036
"Random",0.3,"m85-random-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2323,68,2115,302,1813
"HH",0.2,"m868-household_size-0.2-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,2974,133,1444,176,1268
"HH",0.3,"m895-household_size-0.3-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1788,67,1461,175,1286
"HH",0.4,"m922-household_size-0.4-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,1091,50,929,113,816
"HH",0.5,"m949-household_size-0.5-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,762,30,709,92,617
"Inc. emp.",0,"m976-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-10-0.0",0,0.6,10,10177,358,0,0,0
"Inc. emp.",0.1,"m1004-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,10898,466,3107,417,2690
"Inc. emp.",0.2,"m1031-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,4253,173,3753,468,3285
"Inc. emp.",0.3,"m1058-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,4410,178,4445,562,3883
"Inc. emp.",0.4,"m1085-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1879,72,2202,271,1931
"Inc. emp.",0.5,"m1112-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,907,49,903,117,786
"Random",0.4,"m113-random-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,3266,120,4035,555,3480
"Inc. sim.",0,"m1139-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,19782,766,0,0,0
"Inc. sim.",0.1,"m1166-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,13093,552,2933,472,2461
"Inc. sim.",0.2,"m1193-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,4397,159,3105,390,2715
"Inc. sim.",0.3,"m1220-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1814,78,2258,293,1965
"Inc. sim.",0.4,"m1247-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1721,77,2238,291,1947
"Inc. sim.",0.5,"m1274-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1068,38,1355,177,1178
"Random",0.5,"m140-random-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1448,53,1870,268,1602
"Age+HH",0,"m167-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,23765,947,0,0,0
"Age+HH",0.1,"m194-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,7201,304,2629,322,2307
"Age+HH",0.2,"m221-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,3335,137,2979,361,2618
"Age+HH",0.3,"m248-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,2006,80,2202,275,1927
"Age+HH",0.4,"m275-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1168,51,1372,183,1189
"Age+HH",0.5,"m302-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,900,48,986,127,859
"Random",0.1,"m32-random-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,13737,586,5318,745,4573
"Old",0,"m329-old-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,18294,762,0,0,0
"Old",0.1,"m356-old-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,22539,908,2659,544,2115
"Old",0.2,"m383-old-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,13242,497,2703,546,2157
"Old",0.3,"m410-old-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,10386,375,5580,969,4611
"Old",0.4,"m437-old-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,5569,220,5154,820,4334
"Old",0.5,"m464-old-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1886,84,2306,340,1966
"Young",0,"m491-young-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,23717,994,0,0,0
"Random",0,"m5-random-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,19946,850,0,0,0
"Young",0.1,"m518-young-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,15107,640,2510,385,2125
"Young",0.2,"m545-young-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,9394,320,4965,644,4321
"Young",0.3,"m572-young-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,3912,160,3521,469,3052
"Random",0.2,"m59-random-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,6249,276,4342,606,3736
"Young",0.4,"m599-young-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,3315,136,3749,508,3241
"Young",0.5,"m626-young-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,2162,94,3254,423,2831
"Age",0,"m653-age-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,21557,916,0,0,0
"Age",0.1,"m680-age-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,15046,604,3539,569,2970
"Age",0.2,"m707-age-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,4610,174,3512,436,3076
"Age",0.3,"m734-age-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1339,61,1423,191,1232
"Age",0.4,"m761-age-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1288,56,1529,203,1326
"Age",0.5,"m788-age-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,916,40,913,126,787
"HH",0,"m815-household_size-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,15310,653,0,0,0
"HH",0.1,"m842-household_size-0.1-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,10671,438,2886,338,2548
"Random",0.3,"m86-random-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,4842,190,4598,676,3922
"HH",0.2,"m869-household_size-0.2-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,8839,368,4113,519,3594
"HH",0.3,"m896-household_size-0.3-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,2438,95,1857,234,1623
"HH",0.4,"m923-household_size-0.4-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,2914,132,3281,404,2877
"HH",0.5,"m950-household_size-0.5-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,1205,49,1411,181,1230
"Inc. emp.",0,"m977-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-10-0.05",0.05,0.6,10,21783,852,0,0,0
"Inc. emp.",0.1,"m1011-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3005,122,1012,101,911
"Inc. emp.",0.2,"m1038-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1505,64,1439,133,1306
"Inc. emp.",0.3,"m1065-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1452,63,1511,150,1361
"Inc. emp.",0.4,"m1092-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,875,44,1013,95,918
"Inc. emp.",0.5,"m1119-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,516,18,390,43,347
"Inc. sim.",0,"m1146-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,4071,178,0,0,0
"Inc. sim.",0.1,"m1173-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,2917,110,934,100,834
"Random",0,"m12-random-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,5232,225,0,0,0
"Random",0.4,"m120-random-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,947,37,1118,120,998
"Inc. sim.",0.2,"m1200-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1413,59,968,96,872
"Inc. sim.",0.3,"m1227-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,736,34,709,68,641
"Inc. sim.",0.4,"m1254-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,782,26,983,96,887
"Inc. sim.",0.5,"m1281-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,625,23,750,76,674
"Random",0.5,"m147-random-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,821,28,1032,109,923
"Age+HH",0,"m174-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3163,120,0,0,0
"Age+HH",0.1,"m201-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1751,60,898,84,814
"Age+HH",0.2,"m228-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1023,35,810,80,730
"Age+HH",0.3,"m255-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,722,31,667,63,604
"Age+HH",0.4,"m282-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,643,31,601,57,544
"Age+HH",0.5,"m309-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,533,28,575,52,523
